date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:58:47	178585/178585	---M--	200	added ('OK')	image/jpeg	etag:%2244faa6ae5f53cccfc0aa629e5bf35e17-ssl%22	https://hirelanes.netlify.app/assets/img/home-one/banner/banner10.jpg	C:/My%20Web%20Sites/job.netlify/hirelanes.netlify.app/assets/img/home-one/banner/banner10.jpg	(from https://hirelanes.netlify.app/)
15:58:47	458/458	---M--	200	added ('OK')	image/png	etag:%22d8bb639afaf81e4332162685ec982cd0-ssl%22	https://hirelanes.netlify.app/assets/img/home-one/banner/banner11.png	C:/My%20Web%20Sites/job.netlify/hirelanes.netlify.app/assets/img/home-one/banner/banner11.png	(from https://hirelanes.netlify.app/)
15:58:48	13352/13352	---M--	200	added ('OK')	image/png	etag:%2216bf62509af5882e058f5c4bdc00ed83-ssl%22	https://hirelanes.netlify.app/assets/img/home-one/banner/banner12.png	C:/My%20Web%20Sites/job.netlify/hirelanes.netlify.app/assets/img/home-one/banner/banner12.png	(from https://hirelanes.netlify.app/)
15:58:49	21975/21975	---M--	200	added ('OK')	image/png	etag:%22b7b32a25628d3b32ed193dc31b032a5b-ssl%22	https://hirelanes.netlify.app/assets/img/home-one/banner/banner13.png	C:/My%20Web%20Sites/job.netlify/hirelanes.netlify.app/assets/img/home-one/banner/banner13.png	(from https://hirelanes.netlify.app/)
15:58:49	8573/8573	---M--	200	added ('OK')	image/png	etag:%22c6614808398601b0251662e4c471efb9-ssl%22	https://hirelanes.netlify.app/assets/img/home-one/banner/banner2.png	C:/My%20Web%20Sites/job.netlify/hirelanes.netlify.app/assets/img/home-one/banner/banner2.png	(from https://hirelanes.netlify.app/)
15:58:50	3965/3965	---M--	200	added ('OK')	image/png	etag:%2257181e617b1a5957bd47b7e65d1d9be0-ssl%22	https://hirelanes.netlify.app/assets/img/home-three/system1.png	C:/My%20Web%20Sites/job.netlify/hirelanes.netlify.app/assets/img/home-three/system1.png	(from https://hirelanes.netlify.app/)
15:58:50	3488/3488	---M--	200	added ('OK')	image/png	etag:%22bdfa60c231c84320f8070040ae929d32-ssl%22	https://hirelanes.netlify.app/assets/img/home-three/system2.png	C:/My%20Web%20Sites/job.netlify/hirelanes.netlify.app/assets/img/home-three/system2.png	(from https://hirelanes.netlify.app/)
15:58:51	1451/1451	---M--	200	added ('OK')	image/png	etag:%223de1203c2f90b37ba4fdf94f4c6e8c19-ssl%22	https://hirelanes.netlify.app/assets/img/home-three/title-img-two.png	C:/My%20Web%20Sites/job.netlify/hirelanes.netlify.app/assets/img/home-three/title-img-two.png	(from https://hirelanes.netlify.app/)
15:58:51	1470/1470	---M--	200	added ('OK')	image/png	etag:%2240d1bdde5a60f417fb37cd341c848907-ssl%22	https://hirelanes.netlify.app/assets/img/home-three/title-img.png	C:/My%20Web%20Sites/job.netlify/hirelanes.netlify.app/assets/img/home-three/title-img.png	(from https://hirelanes.netlify.app/)
15:58:52	110878/110878	---MCZ	200	added ('OK')	text/html	etag:%22083baad1050cfbb735da5531d7176e94-ssl-df%22	https://hirelanes.netlify.app/candidate-details	C:/My%20Web%20Sites/job.netlify/hirelanes.netlify.app/candidate-details.html	(from https://hirelanes.netlify.app/)
15:58:53	126575/126575	---M--	200	added ('OK')	image/jpeg	etag:%228c6258567b6606bfcfbd11be9c643df1-ssl%22	https://hirelanes.netlify.app/assets/img/home-one/location1.jpg	C:/My%20Web%20Sites/job.netlify/hirelanes.netlify.app/assets/img/home-one/location1.jpg	(from https://hirelanes.netlify.app/)
15:58:53	124200/124200	---M--	200	added ('OK')	image/jpeg	etag:%22f7706122ae2e0268f16e94ac6e9199a0-ssl%22	https://hirelanes.netlify.app/assets/img/home-one/location2.jpg	C:/My%20Web%20Sites/job.netlify/hirelanes.netlify.app/assets/img/home-one/location2.jpg	(from https://hirelanes.netlify.app/)
15:58:54	182551/182551	---M--	200	added ('OK')	image/jpeg	etag:%225b265099cedb187e7444df4740d3ce0d-ssl%22	https://hirelanes.netlify.app/assets/img/home-one/location3.jpg	C:/My%20Web%20Sites/job.netlify/hirelanes.netlify.app/assets/img/home-one/location3.jpg	(from https://hirelanes.netlify.app/)
15:58:54	120375/120375	---M--	200	added ('OK')	image/jpeg	etag:%223eb777780a8b4ef6659246a64f9bb518-ssl%22	https://hirelanes.netlify.app/assets/img/home-one/location4.jpg	C:/My%20Web%20Sites/job.netlify/hirelanes.netlify.app/assets/img/home-one/location4.jpg	(from https://hirelanes.netlify.app/)
15:58:55	118688/118688	---M--	200	added ('OK')	image/jpeg	etag:%228664a8447b45af7e41f712d792750c2f-ssl%22	https://hirelanes.netlify.app/assets/img/home-one/location5.jpg	C:/My%20Web%20Sites/job.netlify/hirelanes.netlify.app/assets/img/home-one/location5.jpg	(from https://hirelanes.netlify.app/)
15:58:55	38501/38501	---MCZ	200	added ('OK')	text/html	etag:%22d1caa20dedd96f10589b11676e447246-ssl-df%22	https://hirelanes.netlify.app/company-login	C:/My%20Web%20Sites/job.netlify/hirelanes.netlify.app/company-login.html	(from https://hirelanes.netlify.app/)
15:58:56	5360/5360	---M--	200	added ('OK')	image/png	etag:%222ecead4a9904b77b4b1d4ddbbb28ed34-ssl%22	https://hirelanes.netlify.app/assets/img/home-three/feature1.png	C:/My%20Web%20Sites/job.netlify/hirelanes.netlify.app/assets/img/home-three/feature1.png	(from https://hirelanes.netlify.app/)
15:58:56	9814/9814	---M--	200	added ('OK')	image/png	etag:%2272161a5c995d0b645ac24f50b0cb89d0-ssl%22	https://hirelanes.netlify.app/assets/img/home-three/feature2.png	C:/My%20Web%20Sites/job.netlify/hirelanes.netlify.app/assets/img/home-three/feature2.png	(from https://hirelanes.netlify.app/)
15:58:57	10565/10565	---M--	200	added ('OK')	image/png	etag:%225b9c31f2ada57f005cf4b8f5bc0742d5-ssl%22	https://hirelanes.netlify.app/assets/img/home-three/feature3.png	C:/My%20Web%20Sites/job.netlify/hirelanes.netlify.app/assets/img/home-three/feature3.png	(from https://hirelanes.netlify.app/)
15:58:57	7234/7234	---M--	200	added ('OK')	image/png	etag:%2245dc8a220155e7b077dee9a0106deb71-ssl%22	https://hirelanes.netlify.app/assets/img/home-three/feature4.png	C:/My%20Web%20Sites/job.netlify/hirelanes.netlify.app/assets/img/home-three/feature4.png	(from https://hirelanes.netlify.app/)
15:58:58	7629/7629	---M--	200	added ('OK')	image/png	etag:%22e4e308c0c2c38dae08a543e3349a65af-ssl%22	https://hirelanes.netlify.app/assets/img/home-three/feature5.png	C:/My%20Web%20Sites/job.netlify/hirelanes.netlify.app/assets/img/home-three/feature5.png	(from https://hirelanes.netlify.app/)
15:58:59	4916/4916	---M--	200	added ('OK')	image/png	etag:%223c77efa59ec68d7e8d260bb43c36ee89-ssl%22	https://hirelanes.netlify.app/assets/img/home-three/feature6.png	C:/My%20Web%20Sites/job.netlify/hirelanes.netlify.app/assets/img/home-three/feature6.png	(from https://hirelanes.netlify.app/)
15:58:59	2569/2569	---M-Z	200	added ('OK')	text/html	etag:%221d227a5bd4aad3d0eef5a3f4f9a8353c-ssl-df%22	https://hirelanes.netlify.app/network_error.html	C:/My%20Web%20Sites/job.netlify/hirelanes.netlify.app/network_error.html	(from https://hirelanes.netlify.app/)
15:59:00	22229/22229	---MCZ	200	added ('OK')	text/html	etag:%221aa2d7e9e42162351d35a9e1f48fa3fc-ssl-df%22	https://hirelanes.netlify.app/job-details.html	C:/My%20Web%20Sites/job.netlify/hirelanes.netlify.app/job-details.html	(from https://hirelanes.netlify.app/)
15:59:00	89500/89500	---MCZ	200	added ('OK')	application/javascript	etag:%22fa44c2eb042f0d2e522fc9ed41cc27c6-ssl-df%22	https://hirelanes.netlify.app/assets/js/jquery.min.js	C:/My%20Web%20Sites/job.netlify/hirelanes.netlify.app/assets/js/jquery.min.js	(from https://hirelanes.netlify.app/)
15:59:01	78081/78081	---MCZ	200	added ('OK')	application/javascript	etag:%2282c63b79164fd4aa58a6906b7915b1f1-ssl-df%22	https://hirelanes.netlify.app/assets/js/bootstrap.bundle.min.js	C:/My%20Web%20Sites/job.netlify/hirelanes.netlify.app/assets/js/bootstrap.bundle.min.js	(from https://hirelanes.netlify.app/)
15:59:01	6055/6055	---MCZ	200	added ('OK')	application/javascript	etag:%222292eb12d437ce3adbc7d1d2300c6235-ssl-df%22	https://hirelanes.netlify.app/assets/js/form-validator.min.js	C:/My%20Web%20Sites/job.netlify/hirelanes.netlify.app/assets/js/form-validator.min.js	(from https://hirelanes.netlify.app/)
15:59:02	1178/1178	---M-Z	200	added ('OK')	application/javascript	etag:%229c12603c9a3c82407c18615f5f46efdd-ssl-df%22	https://hirelanes.netlify.app/assets/js/contact-form-script.js	C:/My%20Web%20Sites/job.netlify/hirelanes.netlify.app/assets/js/contact-form-script.js	(from https://hirelanes.netlify.app/)
15:59:02	2381/2381	---MCZ	200	added ('OK')	application/javascript	etag:%22a918e5a198ad920712898746658a11c2-ssl-df%22	https://hirelanes.netlify.app/assets/js/jquery.ajaxchimp.min.js	C:/My%20Web%20Sites/job.netlify/hirelanes.netlify.app/assets/js/jquery.ajaxchimp.min.js	(from https://hirelanes.netlify.app/)
15:59:03	4026/4026	---MCZ	200	added ('OK')	application/javascript	etag:%22de6bf40907b1ab42553bacb119e06bfc-ssl-df%22	https://hirelanes.netlify.app/assets/js/jquery.meanmenu.js	C:/My%20Web%20Sites/job.netlify/hirelanes.netlify.app/assets/js/jquery.meanmenu.js	(from https://hirelanes.netlify.app/)
15:59:03	2942/2942	---MCZ	200	added ('OK')	application/javascript	etag:%2285a071435937a48724d881075e6c1244-ssl-df%22	https://hirelanes.netlify.app/assets/js/jquery.nice-select.min.js	C:/My%20Web%20Sites/job.netlify/hirelanes.netlify.app/assets/js/jquery.nice-select.min.js	(from https://hirelanes.netlify.app/)
15:59:04	88464/88464	---MCZ	200	added ('OK')	application/javascript	etag:%221901a8b825e5b75b23d526e5a0b87b65-ssl-df%22	https://hirelanes.netlify.app/assets/js/jquery.mixitup.min.js	C:/My%20Web%20Sites/job.netlify/hirelanes.netlify.app/assets/js/jquery.mixitup.min.js	(from https://hirelanes.netlify.app/)
15:59:05	20216/20216	---MCZ	200	added ('OK')	application/javascript	etag:%22de7e372104543a7f474f79429d52f241-ssl-df%22	https://hirelanes.netlify.app/assets/js/jquery.magnific-popup.min.js	C:/My%20Web%20Sites/job.netlify/hirelanes.netlify.app/assets/js/jquery.magnific-popup.min.js	(from https://hirelanes.netlify.app/)
15:59:05	10263/10263	---MCZ	200	added ('OK')	application/javascript	etag:%222bec014f6e48706b4b72e18057389d7a-ssl-df%22	https://hirelanes.netlify.app/assets/js/odometer.min.js	C:/My%20Web%20Sites/job.netlify/hirelanes.netlify.app/assets/js/odometer.min.js	(from https://hirelanes.netlify.app/)
15:59:06	1552/1552	---M-Z	200	added ('OK')	application/javascript	etag:%22932312880bab596c67db7f122dbfbd89-ssl-df%22	https://hirelanes.netlify.app/assets/js/jquery.appear.js	C:/My%20Web%20Sites/job.netlify/hirelanes.netlify.app/assets/js/jquery.appear.js	(from https://hirelanes.netlify.app/)
15:59:06	44342/44342	---MCZ	200	added ('OK')	application/javascript	etag:%22786a9ae8fb028cc0130159068694476d-ssl-df%22	https://hirelanes.netlify.app/assets/js/owl.carousel.min.js	C:/My%20Web%20Sites/job.netlify/hirelanes.netlify.app/assets/js/owl.carousel.min.js	(from https://hirelanes.netlify.app/)
15:59:07	1460/1460	---M-Z	200	added ('OK')	application/javascript	etag:%2229a54d6dca5854ebdbf0e0b0e6b5913f-ssl-df%22	https://hirelanes.netlify.app/assets/js/progressbar.min.js	C:/My%20Web%20Sites/job.netlify/hirelanes.netlify.app/assets/js/progressbar.min.js	(from https://hirelanes.netlify.app/)
15:59:08	7065/7065	---MCZ	200	added ('OK')	application/javascript	etag:%225b33643893e778ce0ac495d2f948907a-ssl-df%22	https://hirelanes.netlify.app/assets/js/custom.js	C:/My%20Web%20Sites/job.netlify/hirelanes.netlify.app/assets/js/custom.js	(from https://hirelanes.netlify.app/)
15:59:08	3277/3277	---MCZ	200	added ('OK')	application/javascript	etag:%22d62ac29f042af1dfce646f32580e895f-ssl-df%22	https://hirelanes.netlify.app/assets/js/main.js	C:/My%20Web%20Sites/job.netlify/hirelanes.netlify.app/assets/js/main.js	(from https://hirelanes.netlify.app/)
15:59:09	1777/1777	---MCZ	200	added ('OK')	application/javascript	etag:%22b6154638d746111036d3fa87a8220e9f-ssl-df%22	https://hirelanes.netlify.app/js/candidate-detail.js	C:/My%20Web%20Sites/job.netlify/hirelanes.netlify.app/js/candidate-detail.js	(from https://hirelanes.netlify.app/)
15:59:09	261387/261387	---MCZ	200	added ('OK')	application/javascript	etag:W/%22264e1ebad5a49433e61144e72092cb7b%22	https://sdk.amazonaws.com/js/aws-sdk-2.1.12.min.js	C:/My%20Web%20Sites/job.netlify/sdk.amazonaws.com/js/aws-sdk-2.1.12.min.js	(from https://hirelanes.netlify.app/)
15:59:10	396413/396413	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:%229003665726da66a45fba3dfa201fa3b9-ssl-df%22	https://hirelanes.netlify.app/assets/fonts/boxicons.eot	C:/My%20Web%20Sites/job.netlify/hirelanes.netlify.app/assets/fonts/boxicons.eot	(from https://hirelanes.netlify.app/assets/css/boxicons.min.css)
15:59:11	115388/115388	---M--	200	added ('OK')	font/woff2	etag:%228b5459ac5ff40670634f468ece1a26c6-ssl%22	https://hirelanes.netlify.app/assets/fonts/boxicons.woff2	C:/My%20Web%20Sites/job.netlify/hirelanes.netlify.app/assets/fonts/boxicons.woff2	(from https://hirelanes.netlify.app/assets/css/boxicons.min.css)
15:59:11	313912/313912	---MCZ	200	added ('OK')	application/font-woff	etag:%22cdd91c2219a26064ef0161b1114dcc36-ssl-df%22	https://hirelanes.netlify.app/assets/fonts/boxicons.woff	C:/My%20Web%20Sites/job.netlify/hirelanes.netlify.app/assets/fonts/boxicons.woff	(from https://hirelanes.netlify.app/assets/css/boxicons.min.css)
15:59:12	313836/313836	---M--	200	added ('OK')	font/ttf	etag:%22f5d652883011b1682793d3526890ca45-ssl%22	https://hirelanes.netlify.app/assets/fonts/boxicons.ttf	C:/My%20Web%20Sites/job.netlify/hirelanes.netlify.app/assets/fonts/boxicons.ttf	(from https://hirelanes.netlify.app/assets/css/boxicons.min.css)
15:59:12	1216389/1216389	---MCZ	200	added ('OK')	image/svg+xml	etag:%22b5fe9c720e54f65cbc1a7b1d5e56c79c-ssl-df%22	https://hirelanes.netlify.app/assets/fonts/boxiconsd41d.svg?	C:/My%20Web%20Sites/job.netlify/hirelanes.netlify.app/assets/fonts/boxiconsd41dd41d.svg	(from https://hirelanes.netlify.app/assets/css/boxicons.min.css)
15:59:13	10210/10210	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:%220c4c6c80daf2e40a71b749aef42de1bd-ssl-df%22	https://hirelanes.netlify.app/assets/fonts/Flaticon.eot	C:/My%20Web%20Sites/job.netlify/hirelanes.netlify.app/assets/fonts/Flaticon.eot	(from https://hirelanes.netlify.app/assets/fonts/flaticon.css)
15:59:13	10210/10210	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:%220c4c6c80daf2e40a71b749aef42de1bd-ssl-df%22	https://hirelanes.netlify.app/assets/fonts/Flaticond41d.eot?	C:/My%20Web%20Sites/job.netlify/hirelanes.netlify.app/assets/fonts/Flaticond41dd41d.eot	(from https://hirelanes.netlify.app/assets/fonts/flaticon.css)
15:59:14	5328/5328	---M--	200	added ('OK')	font/woff2	etag:%2210eb29f089852c097ac1fe90f43b50d5-ssl%22	https://hirelanes.netlify.app/assets/fonts/Flaticon.woff2	C:/My%20Web%20Sites/job.netlify/hirelanes.netlify.app/assets/fonts/Flaticon.woff2	(from https://hirelanes.netlify.app/assets/fonts/flaticon.css)
15:59:14	6476/6476	---MCZ	200	added ('OK')	application/font-woff	etag:%22fa5a9b5aee7b8e36c04ab7f51cc1515c-ssl-df%22	https://hirelanes.netlify.app/assets/fonts/Flaticon.woff	C:/My%20Web%20Sites/job.netlify/hirelanes.netlify.app/assets/fonts/Flaticon.woff	(from https://hirelanes.netlify.app/assets/fonts/flaticon.css)
15:59:15	10032/10032	---M--	200	added ('OK')	font/ttf	etag:%221b53aac9be797282f17f649957dc5b55-ssl%22	https://hirelanes.netlify.app/assets/fonts/Flaticon.ttf	C:/My%20Web%20Sites/job.netlify/hirelanes.netlify.app/assets/fonts/Flaticon.ttf	(from https://hirelanes.netlify.app/assets/fonts/flaticon.css)
15:59:16	54545/54545	---MCZ	200	added ('OK')	image/svg+xml	etag:%224bbc83c1d9466052d8a4f9f815cd760a-ssl-df%22	https://hirelanes.netlify.app/assets/fonts/Flaticon.svg	C:/My%20Web%20Sites/job.netlify/hirelanes.netlify.app/assets/fonts/Flaticon.svg	(from https://hirelanes.netlify.app/assets/fonts/flaticon.css)
15:59:16	146/146	---M--	200	added ('OK')	text/html	etag:%2256d69c1952694b7fe9e55fe18dba3f20-ssl%22	https://hirelanes.netlify.app/assets/css/owl.video.play.html	C:/My%20Web%20Sites/job.netlify/hirelanes.netlify.app/assets/css/owl.video.play.html	(from https://hirelanes.netlify.app/assets/css/owl.carousel.min.css)
